id,split,V,A,D,text,fil_text_5,emotion_features,emotions
hotel-california_3392_3417,train,0.0,-0.06000000000000005,-0.06000000000000005,“What about my crewmates?,What about my crewmates?,"(0.0, -0.06000000000000005, -0.06000000000000005)",Repentant
hotel-california_3392_3444,dev,-0.30000000000000004,0.1499999999999999,0.0,“What about my crewmates? Why didn't you save them?”,What about my crewmates? Why didnt you save them?,"(-0.30000000000000004, 0.1499999999999999, 0.0)",Mildly annoyed
hotel-california_33954_33963,test,0.0,-0.19999999999999996,0.050000000000000044,A planet.,A planet.,"(0.0, -0.19999999999999996, 0.050000000000000044)",Reserved
hotel-california_33964_33980,dev,0.0,0.0,0.0,A space station.,A space station.,"(0.0, 0.0, 0.0)",Repentant
hotel-california_33981_33997,train,0.0,-0.33499999999999996,0.05499999999999994,Some other ship.,Some other ship.,"(0.0, -0.33499999999999996, 0.05499999999999994)",Nonchalant
hotel-california_33998_34023,train,-0.25,0.050000000000000044,0.10000000000000009,Any place but this place.,Any place but this place.,"(-0.25, 0.050000000000000044, 0.10000000000000009)",Weary with responsibility
hotel-california_34025_34057,train,-0.625,0.18500000000000005,-0.5,"Failing all else, I'd suffocate.","Failing all else, Id suffocate.","(-0.625, 0.18500000000000005, -0.5)",Troubled
hotel-california_34058_34064,train,-0.30000000000000004,0.050000000000000044,-0.19999999999999996,Alone.,Alone.,"(-0.30000000000000004, 0.050000000000000044, -0.19999999999999996)",Quietly indignant
hotel-california_34066_34146,train,-0.10000000000000009,0.19999999999999996,0.0,"Ray, he caught me as I pounded on the corridor walls, finding no glass to break.","[NAME], he caught me as I pounded on the corridor walls, finding no glass to break.","(-0.10000000000000009, 0.19999999999999996, 0.0)",Reprehensible
hotel-california_34147_34155,train,0.18500000000000005,-0.09000000000000008,0.04499999999999993,"“Relax,”","Relax,","(0.18500000000000005, -0.09000000000000008, 0.04499999999999993)",Modest
hotel-california_34147_34197,test,-0.30000000000000004,0.1499999999999999,-0.3500000000000001,"“Relax,” he told me, sliding a needle into my arm.","Relax, he told me, sliding a needle into my arm.","(-0.30000000000000004, 0.1499999999999999, -0.3500000000000001)",Shy
hotel-california_3418_3444,train,-0.125,0.06000000000000005,-0.18500000000000005,Why didn't you save them?”,Why didnt you save them?,"(-0.125, 0.06000000000000005, -0.18500000000000005)",Repentant
hotel-california_34198_34223,train,0.06499999999999995,0.125,0.0,"“It'll pass,” he told me.","Itll pass, he told me.","(0.06499999999999995, 0.125, 0.0)",Reprehensible
hotel-california_34224_34272,train,0.0,0.2849999999999999,0.0,He held me in his arms until I stopped flailing.,He held me in his arms until I stopped flailing.,"(0.0, 0.2849999999999999, 0.0)",Reprehensible
hotel-california_34274_34284,test,0.0,-0.125,-0.06000000000000005,It passed.,It passed.,"(0.0, -0.125, -0.06000000000000005)",Reserved
hotel-california_34286_34314,test,0.0,-0.050000000000000044,0.050000000000000044,This is my Hotel California.,This is my Hotel California.,"(0.0, -0.050000000000000044, 0.050000000000000044)",Reserved
hotel-california_34316_34334,train,-0.2749999999999999,0.135,-0.365,I can never leave.,I can never leave.,"(-0.2749999999999999, 0.135, -0.365)",Shy
hotel-california_3445_3575,train,-0.3999999999999999,0.19999999999999996,0.0,"As much as Jesse had irritated me, I didn't like the picture my brain drew of him floating in his grave, body swollen and bloated.","As much as [NAME] had irritated me, I didnt like the picture my brain drew of him floating in his grave, body swollen and bloated.","(-0.3999999999999999, 0.19999999999999996, 0.0)",Angry but detached
hotel-california_3576_3616,train,-0.31499999999999995,0.125,0.0,Who would tell his girl how he had died?,Who would tell his girl how he had died?,"(-0.31499999999999995, 0.125, 0.0)",Mildly annoyed
hotel-california_357_383,test,0.2849999999999999,0.14500000000000002,0.0,"Quiet and peaceful, right?","Quiet and peaceful, right?","(0.2849999999999999, 0.14500000000000002, 0.0)",Cooperative
hotel-california_3618_3629,dev,-0.25,0.10000000000000009,0.0,"“Couldn't,”","Couldnt,","(-0.25, 0.10000000000000009, 0.0)",Weary with responsibility
hotel-california_3618_3647,train,-0.1499999999999999,-0.050000000000000044,0.0,"“Couldn't,” said the captain.","Couldnt, said the captain.","(-0.1499999999999999, -0.050000000000000044, 0.0)",Weary with responsibility
hotel-california_3648_3740,train,0.10000000000000009,0.10000000000000009,0.19999999999999996,"Jefferson, he called himself, clean-shaven and smart, a picture of the perfect entrepreneur.","[NAME], he called himself, cleanshaven and smart, a picture of the perfect entrepreneur.","(0.10000000000000009, 0.10000000000000009, 0.19999999999999996)",Proud and lonely
hotel-california_3741_3794,train,0.050000000000000044,-0.19999999999999996,-0.050000000000000044,"An opportunist and a businessman, that was Jefferson.","An opportunist and a businessman, that was [NAME].","(0.050000000000000044, -0.19999999999999996, -0.050000000000000044)",Reserved
hotel-california_3795_3834,train,0.0,0.0,0.30000000000000004,"“We're selective about our passengers,”","Were selective about our passengers,","(0.0, 0.0, 0.30000000000000004)",Proud and lonely
hotel-california_3795_3848,train,0.050000000000000044,-0.10000000000000009,0.1499999999999999,"“We're selective about our passengers,” he continued.","Were selective about our passengers, he continued.","(0.050000000000000044, -0.10000000000000009, 0.1499999999999999)",Nonchalant
hotel-california_3849_3867,train,0.1499999999999999,-0.10000000000000009,0.10000000000000009,“You fit the bill.,You fit the bill.,"(0.1499999999999999, -0.10000000000000009, 0.10000000000000009)",Modest
hotel-california_3849_3881,train,0.10000000000000009,0.1499999999999999,0.10000000000000009,“You fit the bill. They didn't.”,You fit the bill. They didnt.,"(0.10000000000000009, 0.1499999999999999, 0.10000000000000009)",Reprehensible
hotel-california_384_550,train,0.0,-0.05499999999999994,0.05499999999999994,Such a relief to never again hear my crewmate Jesse natter about his girl back on Earth and that all-expenses-paid vacation-for-two she won last time he was on leave.,Such a relief to never again hear my crewmate [NAME] natter about his girl back on Earth and that allexpensespaid vacationfortwo she won last time he was on leave.,"(0.0, -0.05499999999999994, 0.05499999999999994)",Reserved
hotel-california_3868_3881,train,-0.16500000000000004,0.0,-0.05499999999999994,They didn't.”,They didnt.,"(-0.16500000000000004, 0.0, -0.05499999999999994)",Weary with responsibility
hotel-california_3883_3980,train,0.16500000000000004,0.1100000000000001,0.1100000000000001,"Tiffany, she looked at the captain, grinned and flipped her greasy brown locks over her shoulder.","Tiffany, she looked at the captain, grinned and flipped her greasy brown locks over her shoulder.","(0.16500000000000004, 0.1100000000000001, 0.1100000000000001)",Aloof
hotel-california_3981_3998,train,0.0,0.0,0.0,She turned to me.,She turned to me.,"(0.0, 0.0, 0.0)",Repentant
hotel-california_3999_4009,train,-0.05499999999999994,0.1100000000000001,0.1100000000000001,"“Come on,”","Come on,","(-0.05499999999999994, 0.1100000000000001, 0.1100000000000001)",Reprehensible
hotel-california_3999_4081,train,0.10000000000000009,0.0,-0.1499999999999999,"“Come on,” she said, before I could say anything else, “let's get you settled in.”","Come on, she said, before I could say anything else, lets get you settled in.","(0.10000000000000009, 0.0, -0.1499999999999999)",Repentant
hotel-california_3_20,train,0.0,-0.18999999999999995,0.0,>Hotel California,Hotel California,"(0.0, -0.18999999999999995, 0.0)",Reserved
hotel-california_4054_4081,train,0.19999999999999996,-0.050000000000000044,0.050000000000000044,“let's get you settled in.”,lets get you settled in.,"(0.19999999999999996, -0.050000000000000044, 0.050000000000000044)",Modest
hotel-california_4082_4104,train,-0.18500000000000005,-0.06000000000000005,0.375,No time for questions.,No time for questions.,"(-0.18500000000000005, -0.06000000000000005, 0.375)",Selfish
hotel-california_4105_4125,train,-0.07000000000000006,0.0,0.07000000000000006,No time for answers.,No time for answers.,"(-0.07000000000000006, 0.0, 0.07000000000000006)",Reprehensible
hotel-california_4128_4435,train,0.14500000000000002,-0.2849999999999999,0.14500000000000002,"The ship had all the usual accoutrements (artificial gravity, tastefully painted walls, sound dampeners to keep the noise of the engines from driving the crew batshit insane, recycled air systems), and a few less-usual: lush carpeting, lighting that was decorative as well as functional, spacious corridors.","The ship had all the usual accoutrements artificial gravity, tastefully painted walls, sound dampeners to keep the noise of the engines from driving the crew batshit insane, recycled air systems, and a few lessusual lush carpeting, lighting that was decorative as well as functional, spacious corridors.","(0.14500000000000002, -0.2849999999999999, 0.14500000000000002)",Nonchalant
hotel-california_4436_4557,test,0.0,-0.18999999999999995,0.0,"The occasional painting hung on the wall (generic landscapes and portraits of old people no one has ever met, primarily).","The occasional painting hung on the wall generic landscapes and portraits of old people no one has ever met, primarily.","(0.0, -0.18999999999999995, 0.0)",Reserved
hotel-california_4558_4651,train,0.19999999999999996,0.1499999999999999,0.050000000000000044,Glimpses of elegant rooms down the branching hallways; music; voices; the aroma of real food.,Glimpses of elegant rooms down the branching hallways music voices the aroma of real food.,"(0.19999999999999996, 0.1499999999999999, 0.050000000000000044)",Cooperative
hotel-california_4653_4669,train,0.3999999999999999,0.10000000000000009,-0.10000000000000009,This was heaven.,This was heaven.,"(0.3999999999999999, 0.10000000000000009, -0.10000000000000009)",Respectful
hotel-california_4670_4710,train,0.0,0.10000000000000009,0.0,"No seventy-two virgins, but it would do.","No seventytwo virgins, but it would do.","(0.0, 0.10000000000000009, 0.0)",Reprehensible
hotel-california_4712_4733,dev,0.0,0.0,0.07000000000000006,“Where are we going?”,Where are we going?,"(0.0, 0.0, 0.07000000000000006)",Reprehensible
hotel-california_4734_4742,test,0.0,-0.04499999999999993,0.04499999999999993,I asked.,I asked.,"(0.0, -0.04499999999999993, 0.04499999999999993)",Reserved
hotel-california_4744_4764,train,0.0,-0.050000000000000044,0.0,Tiffany looked back.,Tiffany looked back.,"(0.0, -0.050000000000000044, 0.0)",Reserved
hotel-california_4765_4783,train,0.0,0.050000000000000044,0.25,“To your quarters.,To your quarters.,"(0.0, 0.050000000000000044, 0.25)",Proud and lonely
hotel-california_4765_4832,train,0.050000000000000044,0.0,0.0,“To your quarters. It's not far; you're not going to get blisters.”,To your quarters. Its not far youre not going to get blisters.,"(0.050000000000000044, 0.0, 0.0)",Repentant
hotel-california_4784_4832,train,-0.07000000000000006,-0.07000000000000006,0.2849999999999999,It's not far; you're not going to get blisters.”,Its not far youre not going to get blisters.,"(-0.07000000000000006, -0.07000000000000006, 0.2849999999999999)",Proud and lonely
hotel-california_4834_4871,train,0.0,-0.050000000000000044,0.0,"“No, I meant, where's the ship going?","No, I meant, wheres the ship going?","(0.0, -0.050000000000000044, 0.0)",Reserved
hotel-california_4834_4896,train,-0.050000000000000044,0.10000000000000009,-0.050000000000000044,"“No, I meant, where's the ship going? What's our destination?”","No, I meant, wheres the ship going? Whats our destination?","(-0.050000000000000044, 0.10000000000000009, -0.050000000000000044)",Repentant
hotel-california_4872_4896,train,0.0,-0.06000000000000005,0.0,What's our destination?”,Whats our destination?,"(0.0, -0.06000000000000005, 0.0)",Reserved
hotel-california_4898_4927,train,-0.10000000000000009,0.050000000000000044,-0.050000000000000044,"Tiffany, she stopped walking.","Tiffany, she stopped walking.","(-0.10000000000000009, 0.050000000000000044, -0.050000000000000044)",Repentant
hotel-california_4928_5022,test,0.0,0.10000000000000009,0.050000000000000044,"She gave me a look, pitying and a little pleased that she got to be the one to share the news.","She gave me a look, pitying and a little pleased that she got to be the one to share the news.","(0.0, 0.10000000000000009, 0.050000000000000044)",Reprehensible
hotel-california_5023_5031,train,0.25,0.050000000000000044,0.050000000000000044,"“Honey,”","Honey,","(0.25, 0.050000000000000044, 0.050000000000000044)",Modest
hotel-california_5023_5072,test,0.5550000000000002,0.33499999999999996,-0.05499999999999994,"“Honey,” she said, “You're going to be delighted.","Honey, she said, Youre going to be delighted.","(0.5550000000000002, 0.33499999999999996, -0.05499999999999994)",Fascinated
