id,split,V,A,D,text,fil_text_5
WhereToHongKong_6928_7090,train,2.88,2.88,3.0,"These gardens used to belong to the governor’s mountain lodge, but the building was demolished by the Japanese during the occupation of Hong Kong.","These gardens used to belong to the governors mountain lodge, but the building was demolished by the Japanese during the occupation of Hong Kong."
WhereToHongKong_7099_7246,dev,3.1,2.9,3.1,"From the lower terminal of the Peak Tram it’s only a short walk to the former governor’s residence, Government House, now a museum.","From the lower terminal of the Peak Tram its only a short walk to the former governors residence, Government House, now a museum."
WhereToHongKong_7247_7436,train,3.62,3.13,3.12,"Across from the mansion, the Zoological and Botanical Gardens (gardens open daily 6am–10pm; zoo 6am–7pm; admission free) provide a welcome oasis amid the big-city pressures.","Across from the mansion, the Zoological and Botanical Gardens gardens open daily 6am10pm zoo 6am7pm admission free provide a welcome oasis amid the bigcity pressures."
WhereToHongKong_7437_7528,train,3.1,2.9,3.0,In the very early morning the park is taken over by people doing tai-chi exercises.,In the very early morning the park is taken over by people doing taichi exercises.
WhereToHongKong_7529_7644,train,3.1,2.9,3.1,Both young and old go through ballet-like movements in slow motion to discipline the mind and body.,Both young and old go through balletlike movements in slow motion to discipline the mind and body.
WhereToHongKong_7645_7732,train,3.4,3.2,3.2,The park’s zoo has a collection of weird and wonderful chattering jungle birds.,The parks zoo has a collection of weird and wonderful chattering jungle birds.
WhereToHongKong_7803_7974,train,3.2,3.2,3.1,"The Western District is one of Hong Kong’s oldest neighborhoods, and its narrow streets hold a collection of fascinating traditional shops and enterprises.","The Western District is one of Hong Kongs oldest neighborhoods, and its narrow streets hold a collection of fascinating traditional shops and enterprises."
WhereToHongKong_7975_8064,train,3.14,3.0,3.29,Opposite the Macau Ferry Terminal you’ll find the Western Market (open 10am–7pm).,Opposite the Macau Ferry Terminal youll find the Western Market open 10am7pm.
WhereToHongKong_8065_8211,train,3.2,3.3,3.1,It is more interesting for its architecture than for its shopping; it’s situated in a four-story Edwardian building built in 1906.,It is more interesting for its architecture than for its shopping its situated in a fourstory Edwardian building built in 1906.
WhereToHongKong_8212_8361,train,3.2,3.2,3.1,"For an interesting glimpse of small and family-owned shops, walk along Bonham Strand East and West, Man Wa Lane, and Cleverly Street.","For an interesting glimpse of small and familyowned shops, walk along [NAME] and West, Man Wa Lane, and Cleverly Street."
WhereToHongKong_826_1015,train,3.11,3.11,3.11,"The big green-and-white boat weaves its way through an ever-changing obstacle course of both large and small craft, and the soaring skyline of Hong Kong Island draws nearer.","The big greenandwhite boat weaves its way through an everchanging obstacle course of both large and small craft, and the soaring skyline of Hong Kong Island draws nearer."
WhereToHongKong_8362_8485,test,3.1,3.1,3.0,"You’ll find herb and medicine shops, incense shops, chop makers’ shops (makers of Chinese seals), and more.","Youll find herb and medicine shops, incense shops, chop makers shops makers of Chinese seals, and more."
WhereToHongKong_8494_8552,train,3.0,2.8,3.1,Hong Kong University’s campus is spread along Bonham Road.,Hong Kong Universitys campus is spread along Bonham Road.
WhereToHongKong_8561_8627,train,3.0,2.88,3.0,"When it opened in 1912, the university had a total of 72 students.","When it opened in 1912, the university had a total of 72 students."
WhereToHongKong_8809_9067,train,3.3,3.2,3.3,"The University’s Fung Ping Shan Museum, 94 Bonham Road (open Monday–Saturday 9:30am–6pm, admission free) holds a significant collection of antiquities: bronzes, dating from 3000 b.c. , and ceramics, including Han Dynasty tomb pottery.","The Universitys Fung Ping Shan Museum, 94 Bonham Road open MondaySaturday 930am6pm, admission free holds a significant collection of antiquities bronzes, dating from 3000 b.c. , and ceramics, including Han Dynasty tomb pottery."
WhereToHongKong_9068_9177,train,3.4,3.0,3.0,It also has the world’s largest collection of Nestorian crosses from the Yuan Dynasty period.,It also has the worlds largest collection of Nestorian crosses from the Yuan Dynasty period.
WhereToHongKong_9216_9315,train,3.0,2.7,2.8,"Take the Mid-Levels Escalator to Hollywood road, known for its antiques and curio shopping.","Take the MidLevels Escalator to Hollywood road, known for its antiques and [NAME]."
WhereToHongKong_9316_9481,train,3.2,2.9,3.1,"Here the windows and open doors of the shops reveal an alluring selection of Asian furniture, carpets, carvings, tomb figures, porcelain, and bronze.","Here the windows and open doors of the shops reveal an alluring selection of Asian furniture, carpets, carvings, tomb figures, porcelain, and bronze."
WhereToHongKong_9490_9663,train,3.0,2.7,3.0,"Walk west along Hollywood Road until you come to Man Mo Temple, the island’s oldest house of worship (though the date of its founding is subject to dispute).","Walk west along Hollywood Road until you come to Man Mo Temple, the islands oldest house of worship though the date of its founding is subject to dispute."
WhereToHongKong_9664_9878,train,3.12,3.0,3.25,Visitors entering the temple are confronted by a dense pall of smoke from all the burning joss sticks and the incense coils hanging from the ceiling (these will burn for as long as a month).,Visitors entering the temple are confronted by a dense pall of smoke from all the burning joss sticks and the incense coils hanging from the ceiling these will burn for as long as a month.
WhereToHongKong_9879_10050,train,3.33,3.22,3.0,The gold-plated sedan chairs on the left-hand side of the temple were once used for transporting the statues of the temple’s gods in religious processions.,The goldplated sedan chairs on the lefthand side of the temple were once used for transporting the statues of the temples gods in religious processions.
alumnifund1_1022_1201,dev,3.3,3.1,3.3,"Contributions to the Annual Fund help us to prepare our master’s students with a thorough knowledge of their discipline, as well as the needed skills for success in the workplace.","Contributions to the Annual Fund help us to prepare our masters students with a thorough knowledge of their discipline, as well as the needed skills for success in the workplace."
alumnifund1_1202_1376,train,3.2,3.0,3.2,"They enable us to provide students with access to state-of-the-art technology and opportunities to attend professional colloquia, seminars, and conferences on and off campus.","They enable us to provide students with access to stateoftheart technology and opportunities to attend professional colloquia, seminars, and conferences on and off campus."
alumnifund1_1402_1603,train,3.25,3.25,3.37,"Your support of the Graduate School’s Annual Fund is critical to maintaining the core values of GSAS: rigorous inquiry, the lifelong discovery of ideas, and our commitment to the ethics of scholarship.","Your support of the Graduate Schools Annual Fund is critical to maintaining the core values of GSAS rigorous inquiry, the lifelong discovery of ideas, and our commitment to the ethics of scholarship."
alumnifund1_1604_1768,train,3.1,3.0,3.0,"We also hope you have been able to follow the public education campaign for our master’s programs in The New York Times and elsewhere, a sign of our belief in them.","We also hope you have been able to follow the public education campaign for our masters programs in The New York Times and elsewhere, a sign of our belief in them."
alumnifund1_1769_1939,train,3.1,3.0,3.1,Your gift reinforces our emphasis on these ideals that have distinguished the Graduate School of Arts and Science as a preeminent center for advanced learning since 1886.,Your gift reinforces our emphasis on these ideals that have distinguished the Graduate School of Arts and Science as a preeminent center for advanced learning since 1886.
alumnifund1_1965_2048,train,3.5,3.1,3.1,I am grateful for your continued partnership in our pursuit of these shared values.,I am grateful for your continued partnership in our pursuit of these shared values.
alumnifund1_2049_2066,train,3.8,3.1,3.1,"With best wishes,","With best wishes,"
alumnifund1_2118_2156,train,3.0,2.8,3.0,Catharine R. Stimpson Dean,[NAME]
alumnifund1_2247_2282,train,3.09,3.0,3.09,GRADUATE SCHOOL OF ARTS AND SCIENCE,GRADUATE SCHOOL OF ARTS AND SCIENCE
alumnifund1_262_271,dev,3.0,3.0,3.0,Fall 2000,Fall 2000
alumnifund1_349_436,train,3.0,3.0,3.1,"Ms. FirstName LastName NumberStreetName Statename, StateZipCode","Ms. FirstName LastName NumberStreetName Statename, StateZipCode"
alumnifund1_34_158,train,3.1,2.6,3.1,NEW YORK UNIVERSITY GRADUATE SCHOOL OF ARTS AND SCIENCE OFFICE OF THE DEAN,NEW YORK UNIVERSITY GRADUATE SCHOOL OF ARTS AND SCIENCE OFFICE OF THE DEAN
alumnifund1_462_479,test,3.12,3.0,3.0,Dear Ms. LastName,Dear Ms. [NAME]
alumnifund1_505_657,train,3.6,3.3,3.1,"Over the past year, the Graduate School of Arts and Science has seen record level contributions from its alumni and alumnae to the School’s Annual Fund.","Over the past year, the Graduate School of Arts and Science has seen record level contributions from its alumni and alumnae to the Schools Annual Fund."
alumnifund1_658_747,train,3.6,3.3,3.0,"This response is a marvelous endorsement of the work of our students, faculty, and staff.","This response is a marvelous endorsement of the work of our students, faculty, and staff."
alumnifund1_773_1021,train,3.4,3.1,3.3,"As you read the enclosed Dean 's Report and Request, I hope you will consider how your support of the Graduate School’s Annual Fund shapes the lives of its faculty and students as it makes an impact on the depth and breadth of their NYU experience.","As you read the enclosed Dean s Report and [NAME], I hope you will consider how your support of the Graduate Schools Annual Fund shapes the lives of its faculty and students as it makes an impact on the depth and breadth of their NYU experience."
